00,,BD5920,B6374,B6374,2,0,113.835236,22.724855,0.000000,14-3-1 6:49:2,1393627742000,42.000000,200.000000,42.000000,0.000000,2,8,8,126.0
00,,BD5920,B6374,B6374,2,0,113.834846,22.723877,0.000000,14-3-1 6:49:12,1393627752000,41.000000,201.000000,41.000000,0.000000,2,0,7,114.0
00,,BD5920,B6374,B6374,2,0,113.834457,22.722893,0.000000,14-3-1 6:49:22,1393627762000,42.000000,200.000000,42.000000,0.000000,2,0,7,120.0
00,,BD5920,B6374,B6374,2,0,113.834099,22.722004,0.000000,14-3-1 6:49:32,1393627772000,36.000000,202.000000,36.000000,0.000000,2,0,7,197.0
00,,BD5920,B6374,B6374,2,0,113.833672,22.721045,0.000000,14-3-1 6:49:42,1393627782000,44.000000,202.000000,44.000000,0.000000,2,0,7,304.0
00,,BD5920,B6374,B6374,2,0,113.832138,22.718132,0.000000,14-3-1 6:50:12,1393627812000,41.000000,208.000000,41.000000,0.000000,2,0,14,462.0
00,,BD5920,B6374,B6374,2,0,113.831612,22.717249,0.000000,14-3-1 6:50:22,1393627822000,39.000000,210.000000,39.000000,0.000000,2,0,14,350.0
00,,BD5920,B6374,B6374,2,0,113.831085,22.716467,0.000000,14-3-1 6:50:32,1393627832000,38.000000,211.000000,38.000000,0.000000,2,0,14,248.0
00,,BD5920,B6374,B6374,2,0,113.830589,22.715652,0.000000,14-3-1 6:50:42,1393627842000,35.000000,208.000000,35.000000,0.000000,2,0,14,145.0
00,,BD5920,B6374,B6374,2,0,113.830193,22.714905,0.000000,14-3-1 6:50:52,1393627852000,32.000000,205.000000,32.000000,0.000000,2,0,14,62.0
01,,BD5920,B6374,B6374,2,0,113.829887,22.714573,0.000000,14-3-1 6:51:2,1393627862000,12.000000,294.000000,12.000000,0.000000,ESJ0551,14-3-1 6:51:2,1393627862000,2,14,14,28.0
